"","ORF","Long_description","haploids_SR7575_exp1","haploids_SR7575_exp2","avghaplo","rank1","rank2","Gene","SGTC_352","SGTC_513","SGTC_1789","CDC48_YDL126C_tsq209","CDC48_YDL126C_tsq208","RPN4_YDL020C","INO2_YDR123C","SRP101_YDR292C_damp","HAC1_YFL031W","OPI3_YJR073C","PGA3_YML125C_damp","UBC7_YMR022W","YNL181W_YNL181W_damp","4166_8_HOP_0148"
"4078","YOL040C","YOL040C RPS15 DAMP Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15 and bacterial S19",-0.127048250546044,1.02936003502268,0.451155892238318,1239,4886,"RPS15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4079","YOL041C","YOL041C NOP12 DEL Nucleolar protein involved in pre-25S rRNA processing; also involved in biogenesis of large 60S ribosomal subunit; contains an RNA recognition motif (RRM); binds to Ebp2; similar to Nop13p and Nsr1p",0.813750050657463,0.105156404600141,0.459453227628802,4809,3208,"NOP12",1.64941830076801,3.18450766696822,0.0835635164259038,0.06535,0.036563,-0.015775,-0.023524,0.014603,0.069432,0.00135,0.019619,-0.010683,0.000205,5.63893141414264
"4080","YOL042W","YOL042W NGL1 DEL Putative endonuclease; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",0.132107675732531,0.0496555861838106,0.0908816309581708,3280,2713,"NGL1",0.0835628484001088,-1.36971944288044,1.07982667339019,0.011257,0.00066,0.024899,0.033353,0.060241,-0.054828,0.075511,0.050336,0.030696,-0.019006,0.970367093698415
"4081","YOL043C","YOL043C NTG2 DEL DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair, localizes to the nucleus; sumoylated; NTG2 has a paralog, NTG1, that arose from the whole genome duplication",0.00195982195706146,0.0783228792565519,0.0401413506068067,2243,2976,"NTG2",-0.154914664090031,-0.11715013129191,0.442927853439526,-0.012427,-0.009114,0.000115,0.072993,0.010174,0.03944,-0.027678,0.03544,-0.034065,0.013827,0.0258236126831616
"4082","YOL044W","YOL044W PEX15 DEL Tail-anchored type II integral peroxisomal membrane protein; required for peroxisome biogenesis; cells lacking Pex15p mislocalize peroxisomal matrix proteins to cytosol; overexpression results in impaired peroxisome assembly",0.157783821920218,0.204975640418088,0.181379731169153,3493,3879,"PEX15",0.204875898809294,-0.0957840503298442,0.321743055683235,0.042108,-0.001776,0.00042,0.038883,-0.012173,-0.086082,-0.066992,-0.041297,0.053149,-0.064155,0.03530808263267
"4083","YOL045W","YOL045W PSK2 DEL PAS-domain containing serine/threonine protein kinase; regulates sugar flux and translation in response to an unknown metabolite by phosphorylating Ugp1p and Gsy2p (sugar flux) and Caf20p, Tif11p and Sro9p (translation); PSK2 has a paralog, PSK1, that arose from the whole genome duplication",-0.0764401382906976,-0.141839622963531,-0.109139880627114,1578,1046,"PSK2",0.477658060098711,-2.40509851701105,1.78413619637443,0.040951,0.016552,-0.007038,0.016631,-0.051267,0.023553,-0.043516,-0.008762,0.0425,0.016681,-1.99270675717359
"4084","YOL046C","YOL046C  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps the verified gene PSK2/YOL045W",-0.230544814161375,-0.0693948798644754,-0.149969847012925,759,1549,"YOL046C",1.27223401288492,-0.609492380534532,-0.504448995603166,0.06135,0.04187,0.020277,-0.001328,0.046581,0.017223,0.21195,-0.007672,-0.024966,-0.016388,-0.559498710596223
"4085","YOL047C","YOL047C LDS2 DEL Protein Involved in spore wall assembly; localizes to lipid droplets found on or outside of the prospore membrane; shares similarity with Lds1p and Rrt8p, and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern",0.704199857575896,0.453006476862107,0.578603167219002,4768,4613,"LDS2",-0.027235039321398,-0.276524404812923,-0.322369690839628,0.037379,0.016769,0.035222,0.010605,0.041998,0.056144,0.029007,-0.003539,0.039821,-0.017321,0.015454484949179
"4086","YOL048C","YOL048C RRT8 DEL Protein involved in spore wall assembly; shares similarity with Lds1p and Lds2p and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants; identified in a screen for mutants with increased levels of rDNA transcription; green fluorescent protein (GFP)-fusion protein localizes to lipid particles; protein abundance increases in response to DNA replication stress",0.449602210248349,0.634854698025504,0.542228454136926,4525,4776,"RRT8",0.151136214104084,0.518859970349362,1.12195241207517,0.025751,0.003323,0.01777,-0.010824,-0.009872,-0.041241,-0.019313,0.025066,-0.013707,-0.012094,-0.084198090745734
"4087","YOL049W","YOL049W GSH2 DEL Glutathione synthetase; catalyzes the ATP-dependent synthesis of glutathione (GSH) from gamma-glutamylcysteine and glycine; induced by oxidative stress and heat shock",-0.0593168098241414,-0.0554107812874635,-0.0573637955558024,1723,1667,"GSH2",0.959996860346588,-0.798780076865639,0.729994600504247,-0.018699,-0.037655,-0.023077,0.121772,-0.036415,0.080909,-0.151958,-0.002701,0.027298,-0.014163,-1.09586060826063
"4088","YOL050C","YOL050C  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps verified gene GAL11; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)",-0.202062222204327,-0.0987426144193322,-0.15040241831183,846,1325,"YOL050C",-5.85740870335598,-3.04555061127097,-0.390987772900483,0.080099,0.033537,0.022578,0.03063,0.163105,0.032067,-0.007489,0.142328,-0.018415,-0.055228,-1.4720316057753
"4089","YOL052C","YOL052C SPE2 DEL S-adenosylmethionine decarboxylase; required for the biosynthesis of spermidine and spermine; cells lacking Spe2p require spermine or spermidine for growth in the presence of oxygen but not when grown anaerobically",-0.0789488130700197,0.000882110310525756,-0.039033351379747,1559,2197,"SPE2",1.83364028843545,0.974395348731577,0.140350449596935,-0.055049,-0.061792,0.003277,0.112172,0.044565,0.006887,0.118227,-0.010083,0.003021,0.04367,0.0158425819316083
"4090","YOL052C-A","YOL052C-A DDR2 DEL Multi-stress response protein; expression is activated by a variety of xenobiotic agents and environmental or physiological stresses; DDR2 has a paralog, HOR7, that arose from the whole genome duplication",0.302871853364139,-0.0501900900465701,0.126340881658784,4172,1714,"DDR2",-0.963715858701757,-2.33277353431621,-0.824369396180166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4091","YOL053W","YOL053W AIM39 DEL Putative protein of unknown function; null mutant displays elevated frequency of mitochondrial genome loss",-0.123205612998996,-0.0467017036558191,-0.0849536583274075,1260,1752,"AIM39",0.173576358023271,0.398191279854728,1.05562365614532,0.074989,0.066855,-0.016548,-0.051451,-0.007478,-0.012819,-0.075609,0.014244,0.041398,0.001623,-0.826431922209983
"4092","YOL054W","YOL054W PSH1 DEL E3 ubiquitin ligase targeting centromere-binding protein Cse4p; mediates poyubiquitination and degradation of Cse4p; prevents Cse4p from mislocalizing to euchromatin; ubiquitylation of Cse4p may be antagonized by Scm3p",-0.15727768977776,0.0526197731674562,-0.0523289583051519,1054,2744,"PSH1",0.601289652512754,0.979169785027775,0.593298356107054,0.006737,0.016225,-0.034484,-0.012536,0.010744,-0.021141,0.047921,-0.024368,-0.030855,0.002658,-0.023328879333187
"4093","YOL055C","YOL055C THI20 DEL Trifunctional enzyme of thiamine biosynthesis, degradation and salvage; has hydroxymethylpyrimidine (HMP) kinase, HMP-phosphate (HMP-P) kinase and thiaminase activities; member of a gene family with THI21 and THI22; HMP and HMP-P kinase activity redundant with Thi21p",-0.0807950694432467,-0.119906096024388,-0.100350582733817,1545,1185,"THI20",0.169727971217634,-0.0264891075177497,1.48293177957729,-0.074491,-0.043331,-0.017763,-0.09026,-0.027545,-0.01898,-0.095222,0.013482,0.031784,-0.004348,-0.100028112432364
"4094","YOL056W","YOL056W GPM3 DEL Homolog of Gpm1p phosphoglycerate mutase; converts 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; may be non-functional; GPM3 has a paralog, GPM2, that arose from the whole genome duplication",0.0604339696905179,-0.0744918773047093,-0.0070289538070957,2702,1502,"GPM3",0.166564889204957,0.478457198968292,0.479003490274633,-0.090518,0.02744,-0.01839,-0.021325,-0.000128,0.013949,-0.130022,0.010581,0.013562,-0.031521,0.0020522284822816
"4095","YOL057W","YOL057W  DEL Dipeptidyl-peptidase III; cleaves dipeptides from the amino terminus of target proteins; highly active on synthetic substrate Arg-Arg-2-naphthylamide; mammalian ortholog may be a biomarker for some cancers",-0.0998237625372302,-0.146105415046637,-0.122964588791934,1416,1015,"YOL057W",-0.0301660229724657,0.418226644900225,0.273890284044136,-0.070644,0.026452,0.006574,0.015098,0.023605,0.047693,-0.030687,-0.012125,0.001092,0.005639,-0.70283990653663
"4096","YOL058W","YOL058W ARG1 DEL Arginosuccinate synthetase; catalyzes the formation of L-argininosuccinate from citrulline and L-aspartate in the arginine biosynthesis pathway; potential Cdc28p substrate",0.140120454576135,0.0481977492433653,0.0941591019097502,3359,2698,"ARG1",0.680914882605204,-1.49447223258588,-0.30507454223054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.50106707823922
"4097","YOL059W","YOL059W GPD2 DEL NAD-dependent glycerol 3-phosphate dehydrogenase; expression is controlled by an oxygen-independent signaling pathway required to regulate metabolism under anoxic conditions; located in cytosol and mitochondria; constitutively active but is inactivated via phosphorylation by energy-stress responsive kinase SNF1; GPD2 has a paralog, GPD1, that arose from the whole genome duplication",0.0756991373874215,-0.00306154431584079,0.0363187965357904,2825,2157,"GPD2",2.01149564381738,-0.132449870656346,-0.308715637579814,0.002667,-0.01099,0.008501,0.006669,-0.003853,-0.001007,0.039891,-0.009835,-0.011095,-0.004664,-0.0483711720472825
"4098","YOL060C","YOL060C MAM3 DEL Protein required for normal mitochondrial morphology; has similarity to hemolysins",0.0283905573895382,-0.0106886399469296,0.0088509587213043,2446,2095,"MAM3",1.26854652301256,0.54522367799718,1.26879394535669,-0.031998,0.013274,0.030133,0.013973,0.003952,0.009158,0.089321,0.00216,-0.021598,-0.019671,0.0250931459743791
"4099","YOL061W","YOL061W PRS5 DEL 5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes; forms cytoplasmic foci upon DNA replication stress",0.746341894609294,0.550152962141383,0.648247428375339,4787,4704,"PRS5",1.89284392609885,1.97328734563479,-0.389328365121551,-0.101357,-0.06695,-0.016575,-0.008815,0.022622,0.00633,0.071617,0.051584,0.025783,-0.01504,1.65288243373894
"4100","YOL062C","YOL062C APM4 DEL Mu2-like subunit of the clathrin associated protein complex (AP-2); involved in vesicle transport",0.0510457061923529,0.25091232755109,0.150979016871721,2627,4088,"APM4",-1.04226701277836,-0.0158849859487063,1.34901619339062,-0.008267,-0.01534,0.008083,0.022908,-0.003149,0.026665,0.028023,-0.00385,-0.005268,-0.00011,-0.0476805605039683
"4101","YOL063C","YOL063C CRT10 DEL Protein involved in transcriptional regulation of RNR2 and RNR3; expression of the gene is induced by DNA damage and null mutations confer increased resistance to hydroxyurea; N-terminal region has a leucine repeat and a WD40 repeat",-0.157559102943828,-0.191651217569947,-0.174605160256887,1050,783,"CRT10",0.0720216983291554,-0.920739496119627,0.855908306283136,0.053022,0.017643,-0.028949,-0.032443,-0.059801,0.005333,-0.054281,-0.023347,-0.0254,-0.013277,0.009998294431159
"4102","YOL064C","YOL064C MET22 DEL Bisphosphate-3'-nucleotidase; involved in salt tolerance and methionine biogenesis; dephosphorylates 3'-phosphoadenosine-5'-phosphate and 3'-phosphoadenosine-5'-phosphosulfate, intermediates of the sulfate assimilation pathway",0.60242715699867,0.175652575282335,0.389039866140503,4704,3715,"MET22",0.407051235670368,0.705030586839936,-1.32816521105251,-0.063451,0.000189,0.011552,0.020067,0.074296,-0.091817,-0.125706,0.017884,-0.025934,-0.060148,-0.0221106214710471
"4103","YOL065C","YOL065C INP54 DEL Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; role in secretion; localizes to the endoplasmic reticulum via the C-terminal tail; lacks the Sac1 domain and proline-rich region found in the other 3 INP proteins",-0.0394320280595755,0.173601166211879,0.0670845690761517,1900,3701,"INP54",-1.50884187764532,-0.302685983862078,0.406461932218118,-0.026125,0.017625,-0.002047,-0.01327,-0.063086,-0.030244,0.023064,-0.037726,-0.023295,0.017597,0.0145186179101167
"4104","YOL066C","YOL066C RIB2 DAMP Bifunctional DRAP deaminase tRNA:pseudouridine synthase; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs; RIB2 has a paralog, PUS9, that arose from the whole genome duplication",-0.0237613671546067,-0.0501585261437522,-0.0369599466491795,2022,1715,"RIB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4105","YOL067C","YOL067C RTG1 DEL Transcription factor (bHLH) involved in interorganelle communication; contributes to communication between mitochondria, peroxisomes, and nucleus",0.477500380934084,0.800539665000638,0.639020022967361,4564,4840,"RTG1",-0.876232980860585,-2.86816332962157,0.405942088181399,-0.110547,-0.058806,0.101267,-0.038449,-0.010903,0.039787,0.040304,0.064206,0.088843,-0.068514,2.2275811579255
"4106","YOL068C","YOL068C HST1 DEL NAD(+)-dependent histone deacetylase; essential subunit of the Sum1p/Rfm1p/Hst1p complex required for ORC-dependent silencing and mitotic repression; non-essential subunit of the Set3C deacetylase complex; involved in telomere maintenance; HST1 has a paralog, SIR2, that arose from the whole genome duplication",-0.208810838862037,-0.173244970374403,-0.19102790461822,816,867,"HST1",-0.0947448902534263,0.0646029196591796,-0.96314791672696,-0.062851,-0.008901,-0.042049,-0.115938,-0.032984,-0.006232,-0.115063,-0.013808,0.030335,0.051857,0.0878177844792237
"4107","YOL069W","YOL069W NUF2 DAMP Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p",-0.105255125522741,0.0981023142670163,-0.00357640562786235,1373,3152,"NUF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4108","YOL070C","YOL070C NBA1 DEL Protein of unknown function; localizes to the bud neck and cytoplasm; interacts with Nap1p; may interact with ribosomes, based on co-purification experiments; potential Cdc28p substrate",0.0479496170293067,0.136200537550264,0.0920750772897854,2601,3443,"NBA1",0.183456631245412,1.13615307036972,0.038907115938403,0.01157,0.020668,0.022765,-0.003973,0.067638,-0.014198,0.089852,0.036629,-0.068045,-0.043816,0.0177910892826093
"4109","YOL071W","YOL071W EMI5 DEL Subunit of succinate dehydrogenase; complex couples succinate oxidation to ubiquinone reduction; required for FAD cofactor attachment to Sdh1p; mutations in human ortholog PGL2 are associated with neuroendocrine tumors (paraganglioma)",0.184138013224529,0.111234154433143,0.147686083828836,3655,3255,"EMI5",-1.71993140083212,-0.027568789868617,-0.554290911191183,-0.083396,-0.093276,0.034142,0.003579,-0.017673,0.06578,0.042681,-0.031593,-0.009595,-0.01776,-0.429924765531179
"4110","YOL075C","YOL075C  DEL Putative ABC transporter",0.271546920526563,0.151548796543431,0.211547858534997,4072,3556,"YOL075C",0.335303668718775,1.13405916612897,0.579207117921493,0.016598,0.056571,-0.003434,-0.001673,0.003043,0.008107,0.040643,0.017187,0.010658,-0.033163,0.0589424528219009
"4111","YOL076W","YOL076W MDM20 DEL Non-catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitochondrial inheritance and actin assembly",1.08276345802759,0.540781841193878,0.811772649610734,4864,4700,"MDM20",-0.143540101580124,1.24733222845819,-0.494474837624397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4112","YOL077C","YOL077C BRX1 DAMP Nucleolar protein; constituent of 66S pre-ribosomal particles; depletion leads to defects in rRNA processing and a block in the assembly of large ribosomal subunits; possesses a sigma(70)-like RNA-binding motif",-0.188647128217755,0.0472545737212244,-0.0706962772482653,901,2687,"BRX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4113","YOL078W","YOL078W AVO1 DAMP Component of a membrane-bound complex containing the Tor2p kinase; contains Tor2p kinase and other proteins; may have a role in regulation of cell growth",0.187108507978763,0.00938186648432797,0.0982451872315455,3669,2294,"AVO1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
